iter	RMSE
380	0.1798403075
381	0.1795476725
382	0.1794645922
383	0.1794119652
384	0.179271191
385	0.1789665796
386	0.1787597233
387	0.1785595273
388	0.178459608
389	0.1780965598
390	0.1777525499
391	0.1776467208
392	0.177495851
393	0.1771691643
394	0.1769715311
395	0.1768779614
396	0.1765676122
397	0.1764084396
398	0.1761138665
399	0.1759933632
400	0.1758608783
401	0.1755738388
402	0.1754319739
403	0.1751240014
404	0.1749944097
405	0.1748879446
406	0.1747601018
407	0.1746609457
408	0.1744929828
409	0.1740872837
410	0.1739705886
411	0.1738717296
412	0.1736938287
413	0.1736197836
414	0.1732231576
415	0.1729521113
416	0.1727865672
417	0.1726959863
418	0.1724392195
419	0.1722708751
420	0.1721743077
421	0.1721219113
422	0.1719324219
423	0.1718053344
424	0.1716907096
425	0.1715278614
426	0.1714374048
427	0.1713794222
428	0.1711344707
429	0.171028061
430	0.1709220356
431	0.1707919238
432	0.1707381339
433	0.1706497422
434	0.1704938514
435	0.1703259963
436	0.1701611892
437	0.1699366556
438	0.1697155113
439	0.1696403355
440	0.1695989082
441	0.1694717436
442	0.1693676994
443	0.1692376153
444	0.1690275007
445	0.1688670762
446	0.1686674147
447	0.1685426897
448	0.1684423425
449	0.168258326
450	0.1680096439
451	0.1678350112
452	0.1677794793
453	0.1676685918
454	0.1675145238
455	0.1673973145
456	0.1672292031
457	0.1671542008
458	0.1669855458
459	0.1668938309
460	0.1667417516
461	0.1666648331
462	0.1666013049
463	0.1665245059
464	0.1664126454
465	0.1662937225
466	0.1661895087
467	0.166097657
468	0.1659705084
469	0.1658880624
470	0.1653689858
471	0.1652854427
472	0.1651880854
473	0.1650782646
474	0.1649967587
475	0.1648613703
476	0.1647884983
477	0.164730316
478	0.1645638527
479	0.1644533501
480	0.1643262572
481	0.1642229876
482	0.1641890903
483	0.1641309696
484	0.1640480848
485	0.1639714653
486	0.163813505
487	0.1636639279
488	0.1635668878
489	0.163408118
490	0.1633385763
491	0.16325587
492	0.16291421
493	0.1627603489
494	0.1627185183
495	0.162615481
496	0.1625030954
497	0.1623494356
498	0.1622768575
499	0.162131808
500	0.1620200689
501	0.1619200746
502	0.161399367
503	0.161261779
504	0.1611317953
505	0.1609822346
506	0.1608464683
507	0.1607052286
508	0.1605820102
509	0.1602693146
510	0.1601525504
511	0.1600740563
512	0.15998821
513	0.1597849955
514	0.1595805631
515	0.1595428109
516	0.1594770918
517	0.1594148386
518	0.1593259775
519	0.1592351922
520	0.1591974737
521	0.1585898438
522	0.1585468981
523	0.1584658651
524	0.1583979665
525	0.158336396
526	0.1582154485
527	0.158137276
528	0.1580323988
529	0.157916561
530	0.1578537151
531	0.157794142
532	0.1577179576
533	0.1575259615
534	0.1574491157
535	0.1573551154
536	0.1572274232
537	0.1571311833
538	0.157053813
539	0.1569719495
540	0.1568734365
541	0.1567623283
542	0.1566754873
543	0.1566333136
544	0.1565656212
545	0.1564809802
546	0.1563794656
547	0.1562729233
548	0.1561691803
549	0.1560888578
550	0.1560203964
551	0.1558874397
552	0.1557269444
553	0.1556303251
554	0.1555319099
555	0.1553286287
556	0.1551723225
557	0.1550788711
558	0.1549903633
559	0.1549410259
560	0.1547780744
561	0.1547048199
562	0.1545652674
563	0.1543568029
564	0.1542412108
565	0.1541672485
566	0.1541026566
567	0.1540351817
568	0.1539894863
569	0.1539156998
570	0.1531193667
571	0.1529768179
572	0.1528734664
573	0.1526000199
574	0.1525358607
575	0.1524667161
576	0.1524143325
577	0.1523466223
578	0.1522563006
579	0.1517178876
580	0.1516155275
581	0.1515757588
582	0.1515025267
583	0.1514306257
584	0.1513807582
585	0.1513151361
586	0.1512534896
587	0.151162189
588	0.1510713878
589	0.1510311894
590	0.150983221
591	0.1509300999
592	0.1508516898
593	0.150709938
594	0.150608751
595	0.1505340735
596	0.1504662668
597	0.1504165376
598	0.1499930489
599	0.1499384839
600	0.1498970896
601	0.1498408586
602	0.1496564339
603	0.1495729584
604	0.1495224606
605	0.1494782423
606	0.1492867895
607	0.1492310933
608	0.1491561978
609	0.1491007167
610	0.1486959947
611	0.1486140053
612	0.1483406445
613	0.1483019758
614	0.1481685084
615	0.1480946913
616	0.1480101646
617	0.147956985
618	0.1478937162
619	0.1477532021
620	0.1476921781
621	0.1474563144
622	0.1473840234
623	0.1472938188
624	0.1472134418
625	0.1471530063
626	0.147124361
627	0.1470643348
628	0.1469442075
629	0.1468747879
630	0.1467286974
631	0.1466652169
632	0.1465763887
633	0.1465281463
634	0.1464160567
635	0.1463008269
636	0.1462415658
637	0.1461933145
638	0.1461263656
639	0.1460702655
640	0.1460338584
641	0.1459603497
642	0.1459068993
643	0.1458799874
644	0.1458340561
645	0.1457868058
646	0.1457042418
647	0.1456368153
648	0.1453987827
649	0.1452805588
650	0.1452097383
651	0.1451331983
652	0.1450640082
653	0.1448981418
654	0.1447590913
655	0.1447069103
656	0.1446312045
657	0.1445952237
658	0.1444196074
659	0.144311297
660	0.1440887594
661	0.1439853322
662	0.1439143851
663	0.1438690195
664	0.1437838816
665	0.1431644532
666	0.143115402
667	0.1430690593
668	0.1429755683
669	0.1429195214
670	0.142832229
671	0.1427717248
672	0.142715598
673	0.1426092081
674	0.1425607463
675	0.1425401752
676	0.1424998505
677	0.1424339164
678	0.1423658079
679	0.1423069173
680	0.1422657663
681	0.1418245208
682	0.141778688
683	0.1417168199
684	0.141606278
685	0.1415148252
686	0.1413460411
687	0.1412453401
688	0.1411460706
689	0.1410164301
690	0.1409784013
691	0.1409079225
692	0.1408600522
693	0.1407633518
694	0.1406853351
695	0.1406351959
696	0.140562076
697	0.1405097771
698	0.1404725001
699	0.1404020202
700	0.1403177068
701	0.1402985494
702	0.1402443459
703	0.1401851421
704	0.1401251341
705	0.1400908843
706	0.1400325583
707	0.1400046327
708	0.1399169206
709	0.1398598225
710	0.1398059195
711	0.1396880035
712	0.1395522982
713	0.1394449896
714	0.1393861413
715	0.1392997774
716	0.1392514391
717	0.1391739772
718	0.139095743
719	0.1390325285
720	0.1389843015
721	0.138913651
722	0.1388460633
723	0.1387651111
724	0.1387150133
725	0.1386383221
726	0.138507997
727	0.1384523554
728	0.1384071311
729	0.1383281579
730	0.1382535929
731	0.1381877175
732	0.1380900783
733	0.1380223875
734	0.1379879887
735	0.1379508821
736	0.1378975247
737	0.1374806037
738	0.1373415639
739	0.1372834965
740	0.1372272947
741	0.1371956187
742	0.1371287831
743	0.1370049149
744	0.1369676032
745	0.1369138258
746	0.1365178489
747	0.1364611376
748	0.1362545735
749	0.1361575262
750	0.1361055768
751	0.1360154895
752	0.1359525429
753	0.1358803836
754	0.1358293557
755	0.1357686461
756	0.1357209468
757	0.1356822566
758	0.135608533
759	0.1355257149
760	0.1354747246
761	0.1354247739
762	0.1353992388
763	0.1353597275
764	0.1353234152
765	0.1352528789
766	0.135195954
767	0.1351242417
768	0.1350586703
769	0.1350128513
770	0.1349444048
771	0.13490064
772	0.1348610706
773	0.1347719188
774	0.1347327242
775	0.1347034042
776	0.1346424187
777	0.1345832173
778	0.1342323885
779	0.134123038
780	0.1340494966
781	0.1340011631
782	0.1338935999
783	0.1338282187
784	0.1337741575
785	0.1337102194
786	0.1336130932
787	0.1335728217
788	0.1334831883
789	0.1333958241
790	0.1333556957
791	0.133276359
792	0.1332392022
793	0.1331689303
794	0.1331134272
795	0.1330622578
796	0.1330001381
797	0.1329341498
798	0.1328603474
799	0.1327691506
800	0.1327100665
801	0.1326426519
802	0.1325589516
803	0.1325305972
804	0.1324836474
805	0.1324258496
806	0.1323686437
807	0.1322830044
808	0.1322304597
809	0.1321562268
810	0.1321081129
811	0.1317349962
812	0.131689199
813	0.1316301983
814	0.1315718152
815	0.1313978991
816	0.1313345277
817	0.1312766032
818	0.1312205045
819	0.1311055901
820	0.1310322833
821	0.1308534581
822	0.1307816518
823	0.1307289519
824	0.130677441
825	0.1306070073
826	0.130569729
827	0.1305246872
828	0.1304803248
829	0.1304475879
830	0.1304253501
831	0.130366795
832	0.1300959706
833	0.1300079077
834	0.1299418659
835	0.1299118428
836	0.1298395124
837	0.1297888133
838	0.1296830457
839	0.1296454446
840	0.1296108288
841	0.1295419289
842	0.1294967296
843	0.1294139207
844	0.1291809071
845	0.1291308987
846	0.1290522328
847	0.1289943173
848	0.1289306469
849	0.1288648227
850	0.1288194445
851	0.1287805942
852	0.1287440739
853	0.1287118792
854	0.1286691552
855	0.1286389551
856	0.1285836043
857	0.1285410114
858	0.1283317423
859	0.1282370945
860	0.1282012597
861	0.1281687603
862	0.1281403483
863	0.128114537
864	0.128075585
865	0.128048819
866	0.1280059704
867	0.1279592598
868	0.1277907069
869	0.1277275328
870	0.1276827479
871	0.1276416994
872	0.1276211205
873	0.127580044
874	0.1275429212
875	0.1274952409
876	0.1274482606
877	0.1273916926
878	0.1273606199
879	0.1272899018
880	0.1272595659
881	0.1272024159
882	0.1271803476
883	0.1271500199
884	0.127116877
885	0.1270739389
886	0.1270353735
887	0.1270126557
888	0.1269597153
889	0.1269247991
890	0.1268759475
891	0.1268456214
892	0.1267996581
893	0.1267447256
894	0.1265176731
895	0.1260895694
896	0.125742308
897	0.1256719351
898	0.1254266994
899	0.1253733848
900	0.1252566854
901	0.1252074745
902	0.1251714174
903	0.1251314104
904	0.1251064106
905	0.1250589694
906	0.1250155388
907	0.1249872219
908	0.1249245447
909	0.1249027715
910	0.1248831657
911	0.1248418951
912	0.124790778
913	0.1247076097
914	0.1246622216
915	0.1246029247
916	0.1245317652
917	0.1245048322
918	0.124430827
919	0.1243651753
920	0.1243263511
921	0.1242849109
922	0.1242421659
923	0.1241878297
924	0.1239994534
925	0.1239693223
926	0.1239158261
927	0.1237909527
928	0.123760033
929	0.1237362645
930	0.1237107976
931	0.1236903141
932	0.1236616978
933	0.1236266808
934	0.1235520797
935	0.1235160551
936	0.1234635373
937	0.12340449
938	0.1233813866
939	0.1233595096
940	0.1232984929
941	0.123261037
942	0.1232219129
943	0.1231744784
944	0.1231556216
945	0.1231032621
946	0.123076817
947	0.1229978746
948	0.1229255418
949	0.1228930487
950	0.1228354923
951	0.1227934763
952	0.1227517369
953	0.1227270714
954	0.1225668793
955	0.1225342844
956	0.1224931964
957	0.1224652635
958	0.1224143863
959	0.1223592507
960	0.1223122498
961	0.1222548176
962	0.1222300059
963	0.1221985577
964	0.1221780097
965	0.122155513
966	0.1221281055
967	0.1220960838
968	0.1220326515
969	0.1220023376
970	0.1219581746
971	0.1216964913
972	0.121678243
973	0.1216354614
974	0.1216001054
975	0.1215679079
976	0.1215351815
977	0.1215099454
978	0.1214949219
979	0.121451869
980	0.121427382
981	0.1213860021
982	0.1213363988
983	0.121279416
984	0.1212458293
985	0.1212210268
986	0.1211944359
987	0.121169061
988	0.1209457237
989	0.1208968809
990	0.1208738218
991	0.1208469145
992	0.1207947537
993	0.1207615947
994	0.1207058596
995	0.1206727231
996	0.1206337801
997	0.1205999412
998	0.1205712076
999	0.1205349832
